PRECIPITACAO TOTAL. HORARIO(mm),RADIACAO GLOBAL(Kj/m²),TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C),TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C),VENTO. DIRECAO HORARIA (gr)(° (gr)),VENTO. RAJADA MAXIMA(m/s),VENTO. VELOCIDADE HORARIA(m/s),estacao,latitude,longitude,datetime
0.0,2127.2,32.0,30.1,89.0,8.2,4.6,marambaia,-23.05027777,-43.59555555,2019-02-22 19:00:00
0.0,1333.9,30.4,27.9,146.0,9.2,6.9,marambaia,-23.05027777,-43.59555555,2019-02-22 20:00:00
0.0,180.1,27.9,27.5,145.0,8.5,5.3,marambaia,-23.05027777,-43.59555555,2019-02-22 21:00:00
0.0,17.3,27.5,27.3,153.0,7.0,3.6,marambaia,-23.05027777,-43.59555555,2019-02-22 22:00:00
0.0,-3.5,27.4,27.2,201.0,5.0,4.0,marambaia,-23.05027777,-43.59555555,2019-02-22 23:00:00
0.0,-2.9,27.6,27.4,226.0,7.9,6.6,marambaia,-23.05027777,-43.59555555,2019-02-23 00:00:00
1.0,-2.2,27.6,25.4,327.0,10.8,1.8,marambaia,-23.05027777,-43.59555555,2019-02-23 01:00:00
0.4,-3.3,25.4,24.8,25.0,4.2,2.3,marambaia,-23.05027777,-43.59555555,2019-02-23 02:00:00
0.0,-3.3,24.8,24.6,6.0,4.1,2.1,marambaia,-23.05027777,-43.59555555,2019-02-23 03:00:00
0.0,-2.9,24.6,24.3,9.0,6.0,3.6,marambaia,-23.05027777,-43.59555555,2019-02-23 04:00:00
0.0,-3.1,24.3,23.9,7.0,6.7,4.1,marambaia,-23.05027777,-43.59555555,2019-02-23 05:00:00
0.0,-3.4,24.0,23.9,22.0,6.9,3.8,marambaia,-23.05027777,-43.59555555,2019-02-23 06:00:00
0.0,-3.5,24.3,23.9,20.0,8.9,4.3,marambaia,-23.05027777,-43.59555555,2019-02-23 07:00:00
0.0,-3.4,24.5,23.8,21.0,8.4,4.1,marambaia,-23.05027777,-43.59555555,2019-02-23 08:00:00
0.0,13.1,25.3,24.5,2.0,9.1,4.7,marambaia,-23.05027777,-43.59555555,2019-02-23 09:00:00
0.0,411.6,26.1,25.1,19.0,10.9,4.4,marambaia,-23.05027777,-43.59555555,2019-02-23 10:00:00
0.0,809.8,27.6,25.8,26.0,7.9,4.9,marambaia,-23.05027777,-43.59555555,2019-02-23 11:00:00
0.0,1973.4,30.1,27.6,15.0,8.5,4.7,marambaia,-23.05027777,-43.59555555,2019-02-23 12:00:00
0.0,2690.6,32.5,30.1,358.0,11.0,6.6,marambaia,-23.05027777,-43.59555555,2019-02-23 13:00:00
0.0,3215.2,34.3,32.4,359.0,10.7,7.2,marambaia,-23.05027777,-43.59555555,2019-02-23 14:00:00
0.0,3503.8,36.3,34.1,335.0,10.2,5.1,marambaia,-23.05027777,-43.59555555,2019-02-23 15:00:00
0.0,3547.7,37.2,30.0,165.0,8.8,5.6,marambaia,-23.05027777,-43.59555555,2019-02-23 16:00:00
0.0,3394.0,31.0,29.7,162.0,7.4,3.9,marambaia,-23.05027777,-43.59555555,2019-02-23 17:00:00
0.0,2765.6,30.8,29.3,171.0,6.0,4.6,marambaia,-23.05027777,-43.59555555,2019-02-23 18:00:00
0.0,1749.1,30.3,28.4,185.0,5.8,3.9,marambaia,-23.05027777,-43.59555555,2019-02-23 19:00:00
0.0,674.6,28.6,28.2,160.0,6.3,4.4,marambaia,-23.05027777,-43.59555555,2019-02-23 20:00:00
0.0,393.9,29.0,28.2,150.0,6.3,2.8,marambaia,-23.05027777,-43.59555555,2019-02-23 21:00:00
0.0,15.8,28.9,27.8,37.0,4.8,1.6,marambaia,-23.05027777,-43.59555555,2019-02-23 22:00:00
0.0,-3.5,28.3,27.5,14.0,4.0,0.9,marambaia,-23.05027777,-43.59555555,2019-02-23 23:00:00
0.0,-3.5,27.9,27.1,31.0,3.3,1.2,marambaia,-23.05027777,-43.59555555,2019-02-24 00:00:00
0.0,-3.5,27.7,26.4,8.0,3.5,2.0,marambaia,-23.05027777,-43.59555555,2019-02-24 01:00:00
0.0,-3.5,26.4,26.0,17.0,3.8,2.2,marambaia,-23.05027777,-43.59555555,2019-02-24 02:00:00
0.0,-3.5,26.1,25.8,26.0,4.1,2.4,marambaia,-23.05027777,-43.59555555,2019-02-24 03:00:00
0.0,-3.4,26.4,25.5,8.0,5.2,3.8,marambaia,-23.05027777,-43.59555555,2019-02-24 04:00:00
0.0,-3.1,27.1,26.3,28.0,6.5,3.9,marambaia,-23.05027777,-43.59555555,2019-02-24 05:00:00
0.0,-3.4,27.4,26.5,17.0,5.9,2.9,marambaia,-23.05027777,-43.59555555,2019-02-24 06:00:00
0.0,-3.5,26.8,26.1,29.0,5.7,3.0,marambaia,-23.05027777,-43.59555555,2019-02-24 07:00:00
0.0,-3.5,26.7,26.1,10.0,5.6,3.6,marambaia,-23.05027777,-43.59555555,2019-02-24 08:00:00
0.0,8.0,26.9,26.5,36.0,5.6,2.0,marambaia,-23.05027777,-43.59555555,2019-02-24 09:00:00
0.0,388.9,28.5,26.4,17.0,5.4,3.7,marambaia,-23.05027777,-43.59555555,2019-02-24 10:00:00
0.0,1163.2,30.8,28.5,16.0,6.6,3.1,marambaia,-23.05027777,-43.59555555,2019-02-24 11:00:00
0.0,2025.4,32.6,30.8,15.0,8.3,4.8,marambaia,-23.05027777,-43.59555555,2019-02-24 12:00:00
0.0,2717.2,35.1,32.6,,,,marambaia,-23.05027777,-43.59555555,2019-02-24 13:00:00
0.0,3226.1,36.6,35.0,,,,marambaia,-23.05027777,-43.59555555,2019-02-24 14:00:00
0.0,3487.6,38.7,36.5,,,,marambaia,-23.05027777,-43.59555555,2019-02-24 15:00:00
0.0,3530.9,38.3,30.5,164.0,6.4,4.3,marambaia,-23.05027777,-43.59555555,2019-02-24 16:00:00
0.0,3289.8,31.8,30.6,162.0,6.7,5.2,marambaia,-23.05027777,-43.59555555,2019-02-24 17:00:00
0.0,2853.3,31.9,31.1,155.0,6.7,4.2,marambaia,-23.05027777,-43.59555555,2019-02-24 18:00:00
0.0,2066.8,31.4,30.4,150.0,6.5,5.7,marambaia,-23.05027777,-43.59555555,2019-02-24 19:00:00
0.0,1238.6,32.2,30.6,136.0,6.9,5.0,marambaia,-23.05027777,-43.59555555,2019-02-24 20:00:00
0.0,577.5,33.1,31.6,84.0,6.1,1.9,marambaia,-23.05027777,-43.59555555,2019-02-24 21:00:00
0.0,25.5,32.2,30.1,63.0,3.6,0.5,marambaia,-23.05027777,-43.59555555,2019-02-24 22:00:00
0.0,-3.5,31.1,29.4,92.0,2.3,1.2,marambaia,-23.05027777,-43.59555555,2019-02-24 23:00:00
0.0,-3.5,30.1,28.1,331.0,2.2,1.1,marambaia,-23.05027777,-43.59555555,2019-02-25 00:00:00
0.0,-3.4,28.7,27.5,12.0,3.3,2.4,marambaia,-23.05027777,-43.59555555,2019-02-25 01:00:00
0.0,-3.5,27.9,27.0,10.0,3.6,2.8,marambaia,-23.05027777,-43.59555555,2019-02-25 02:00:00
0.0,-3.3,27.3,26.9,13.0,4.1,2.9,marambaia,-23.05027777,-43.59555555,2019-02-25 03:00:00
0.0,-3.3,27.6,27.0,10.0,4.7,3.2,marambaia,-23.05027777,-43.59555555,2019-02-25 04:00:00
0.0,-3.1,27.3,26.7,16.0,4.3,1.8,marambaia,-23.05027777,-43.59555555,2019-02-25 05:00:00
0.0,-3.4,27.0,26.2,9.0,4.2,2.5,marambaia,-23.05027777,-43.59555555,2019-02-25 06:00:00
0.0,-2.6,27.1,26.4,21.0,5.3,4.2,marambaia,-23.05027777,-43.59555555,2019-02-25 07:00:00
0.0,-3.5,27.9,27.0,35.0,5.3,3.4,marambaia,-23.05027777,-43.59555555,2019-02-25 08:00:00
0.0,11.0,28.2,27.7,31.0,4.7,3.4,marambaia,-23.05027777,-43.59555555,2019-02-25 09:00:00
0.0,220.8,29.9,28.2,93.0,4.9,1.9,marambaia,-23.05027777,-43.59555555,2019-02-25 10:00:00
0.0,1251.5,31.0,29.0,88.0,7.7,4.0,marambaia,-23.05027777,-43.59555555,2019-02-25 11:00:00
0.0,1659.2,31.7,30.3,84.0,7.3,3.2,marambaia,-23.05027777,-43.59555555,2019-02-25 12:00:00
0.0,2541.3,33.6,31.5,105.0,6.5,3.7,marambaia,-23.05027777,-43.59555555,2019-02-25 13:00:00
0.0,3164.8,34.4,32.2,90.0,6.2,2.9,marambaia,-23.05027777,-43.59555555,2019-02-25 14:00:00
0.0,3377.4,36.9,33.3,184.0,,2.6,marambaia,-23.05027777,-43.59555555,2019-02-25 15:00:00
0.0,3416.7,34.0,32.7,125.0,6.2,4.0,marambaia,-23.05027777,-43.59555555,2019-02-25 16:00:00
0.0,3224.6,33.9,32.0,130.0,7.2,4.0,marambaia,-23.05027777,-43.59555555,2019-02-25 17:00:00
0.0,2778.4,35.3,32.6,91.0,8.3,3.5,marambaia,-23.05027777,-43.59555555,2019-02-25 18:00:00
0.0,1098.7,34.6,31.5,134.0,6.7,1.0,marambaia,-23.05027777,-43.59555555,2019-02-25 19:00:00
0.0,272.3,31.5,28.3,204.0,13.9,9.4,marambaia,-23.05027777,-43.59555555,2019-02-25 20:00:00
1.4,21.1,28.3,24.2,35.0,13.3,4.3,marambaia,-23.05027777,-43.59555555,2019-02-25 21:00:00
1.0,3.2,24.3,23.4,4.0,11.0,4.4,marambaia,-23.05027777,-43.59555555,2019-02-25 22:00:00
0.0,-2.5,25.1,24.3,334.0,6.5,2.6,marambaia,-23.05027777,-43.59555555,2019-02-25 23:00:00
0.0,0.3,25.2,24.4,6.0,8.1,4.9,marambaia,-23.05027777,-43.59555555,2019-02-26 00:00:00
0.0,1.8,24.6,24.4,3.0,8.7,3.4,marambaia,-23.05027777,-43.59555555,2019-02-26 01:00:00
0.0,-0.9,24.9,24.4,350.0,10.0,3.8,marambaia,-23.05027777,-43.59555555,2019-02-26 02:00:00
0.0,-2.5,24.9,24.5,5.0,8.0,4.9,marambaia,-23.05027777,-43.59555555,2019-02-26 03:00:00
0.0,-1.7,24.8,24.4,4.0,8.0,4.3,marambaia,-23.05027777,-43.59555555,2019-02-26 04:00:00
0.0,-1.5,25.9,24.5,310.0,6.7,2.5,marambaia,-23.05027777,-43.59555555,2019-02-26 05:00:00
0.0,-1.8,26.8,25.9,215.0,13.6,11.0,marambaia,-23.05027777,-43.59555555,2019-02-26 06:00:00
0.0,-1.6,26.1,25.8,216.0,13.0,8.7,marambaia,-23.05027777,-43.59555555,2019-02-26 07:00:00
0.0,-3.1,26.1,25.8,236.0,10.1,4.4,marambaia,-23.05027777,-43.59555555,2019-02-26 08:00:00
0.0,-0.1,26.1,25.0,108.0,5.9,1.1,marambaia,-23.05027777,-43.59555555,2019-02-26 09:00:00
0.0,229.1,26.2,24.8,75.0,3.0,1.5,marambaia,-23.05027777,-43.59555555,2019-02-26 10:00:00
0.0,632.6,27.2,26.2,34.0,3.4,2.2,marambaia,-23.05027777,-43.59555555,2019-02-26 11:00:00
0.0,1680.6,29.8,26.9,7.0,4.9,3.7,marambaia,-23.05027777,-43.59555555,2019-02-26 12:00:00
0.0,1817.0,30.0,29.1,14.0,6.2,4.2,marambaia,-23.05027777,-43.59555555,2019-02-26 13:00:00
0.0,1532.1,30.9,29.0,277.0,8.0,4.3,marambaia,-23.05027777,-43.59555555,2019-02-26 14:00:00
0.2,1467.6,29.0,26.5,215.0,16.0,9.6,marambaia,-23.05027777,-43.59555555,2019-02-26 15:00:00
0.0,2112.5,28.4,26.5,215.0,11.9,3.8,marambaia,-23.05027777,-43.59555555,2019-02-26 16:00:00
1.0,528.6,26.6,25.3,276.0,5.7,1.9,marambaia,-23.05027777,-43.59555555,2019-02-26 17:00:00
0.0,1456.3,27.2,25.2,7.0,5.1,2.5,marambaia,-23.05027777,-43.59555555,2019-02-26 18:00:00
0.0,1262.2,28.9,27.0,1.0,5.5,3.5,marambaia,-23.05027777,-43.59555555,2019-02-26 19:00:00
0.0,627.5,29.4,28.2,13.0,5.5,2.1,marambaia,-23.05027777,-43.59555555,2019-02-26 20:00:00
0.0,226.9,29.3,27.4,312.0,5.0,1.5,marambaia,-23.05027777,-43.59555555,2019-02-26 21:00:00
2.4,-1.3,28.3,24.9,355.0,7.6,3.6,marambaia,-23.05027777,-43.59555555,2019-02-26 22:00:00
47.6,0.0,25.0,21.8,222.0,16.4,9.3,marambaia,-23.05027777,-43.59555555,2019-02-26 23:00:00
3.4,-0.6,24.3,23.2,82.0,11.2,1.3,marambaia,-23.05027777,-43.59555555,2019-02-27 00:00:00
1.4,-0.9,23.9,22.5,6.0,4.4,2.1,marambaia,-23.05027777,-43.59555555,2019-02-27 01:00:00
0.0,-1.6,23.0,22.8,42.0,4.1,1.3,marambaia,-23.05027777,-43.59555555,2019-02-27 02:00:00
0.0,-2.8,23.1,22.8,354.0,2.4,1.2,marambaia,-23.05027777,-43.59555555,2019-02-27 03:00:00
0.2,-2.5,22.9,22.7,38.0,2.5,1.6,marambaia,-23.05027777,-43.59555555,2019-02-27 04:00:00
0.0,-2.5,22.7,22.5,360.0,2.8,1.5,marambaia,-23.05027777,-43.59555555,2019-02-27 05:00:00
0.0,-2.0,23.0,22.5,30.0,5.1,3.5,marambaia,-23.05027777,-43.59555555,2019-02-27 06:00:00
0.0,-2.2,23.0,22.8,17.0,5.1,2.5,marambaia,-23.05027777,-43.59555555,2019-02-27 07:00:00
0.0,-2.2,23.3,22.8,360.0,6.1,3.8,marambaia,-23.05027777,-43.59555555,2019-02-27 08:00:00
0.0,2.0,23.3,22.8,16.0,6.0,2.6,marambaia,-23.05027777,-43.59555555,2019-02-27 09:00:00
0.0,238.8,24.1,22.9,27.0,5.9,4.1,marambaia,-23.05027777,-43.59555555,2019-02-27 10:00:00
0.0,764.4,25.4,24.1,9.0,6.8,3.7,marambaia,-23.05027777,-43.59555555,2019-02-27 11:00:00
0.0,807.8,26.2,25.3,23.0,6.3,2.9,marambaia,-23.05027777,-43.59555555,2019-02-27 12:00:00
0.0,2521.1,30.3,26.0,333.0,5.5,2.6,marambaia,-23.05027777,-43.59555555,2019-02-27 13:00:00
0.0,3244.8,31.0,27.9,233.0,5.7,4.0,marambaia,-23.05027777,-43.59555555,2019-02-27 14:00:00
0.0,3467.3,28.4,27.5,236.0,6.5,4.8,marambaia,-23.05027777,-43.59555555,2019-02-27 15:00:00
0.0,3499.5,29.6,27.5,167.0,5.8,3.1,marambaia,-23.05027777,-43.59555555,2019-02-27 16:00:00
0.0,2939.4,29.2,28.0,162.0,6.9,5.6,marambaia,-23.05027777,-43.59555555,2019-02-27 17:00:00
0.0,1486.0,28.3,27.3,190.0,6.8,5.7,marambaia,-23.05027777,-43.59555555,2019-02-27 18:00:00
0.0,1266.8,28.0,27.4,176.0,7.0,5.2,marambaia,-23.05027777,-43.59555555,2019-02-27 19:00:00
0.0,717.5,27.7,27.4,157.0,6.2,4.3,marambaia,-23.05027777,-43.59555555,2019-02-27 20:00:00
0.0,130.6,27.5,27.0,181.0,5.6,5.0,marambaia,-23.05027777,-43.59555555,2019-02-27 21:00:00
0.0,5.0,27.1,26.9,183.0,6.1,4.8,marambaia,-23.05027777,-43.59555555,2019-02-27 22:00:00
0.0,-2.2,27.0,26.5,121.0,5.7,2.9,marambaia,-23.05027777,-43.59555555,2019-02-27 23:00:00
8.2,-0.3,26.5,24.6,139.0,10.4,7.8,marambaia,-23.05027777,-43.59555555,2019-02-28 00:00:00
1.6,-0.4,25.1,24.5,127.0,9.5,2.8,marambaia,-23.05027777,-43.59555555,2019-02-28 01:00:00
0.8,-0.2,25.5,24.7,173.0,7.0,4.0,marambaia,-23.05027777,-43.59555555,2019-02-28 02:00:00
0.6,-1.2,25.2,24.3,177.0,7.0,2.9,marambaia,-23.05027777,-43.59555555,2019-02-28 03:00:00
2.4,-1.6,24.7,23.6,7.0,3.6,2.9,marambaia,-23.05027777,-43.59555555,2019-02-28 04:00:00
0.6,-1.5,23.6,23.4,6.0,4.3,1.3,marambaia,-23.05027777,-43.59555555,2019-02-28 05:00:00
1.0,-2.1,24.0,23.4,17.0,4.7,3.0,marambaia,-23.05027777,-43.59555555,2019-02-28 06:00:00
0.0,-1.5,24.3,24.0,6.0,6.3,3.7,marambaia,-23.05027777,-43.59555555,2019-02-28 07:00:00
0.0,-0.8,24.4,24.3,8.0,9.0,5.3,marambaia,-23.05027777,-43.59555555,2019-02-28 08:00:00
0.4,0.2,24.3,24.0,11.0,9.0,4.1,marambaia,-23.05027777,-43.59555555,2019-02-28 09:00:00
0.2,124.6,24.6,24.0,359.0,7.4,4.2,marambaia,-23.05027777,-43.59555555,2019-02-28 10:00:00
0.0,514.6,25.5,24.6,356.0,7.9,4.2,marambaia,-23.05027777,-43.59555555,2019-02-28 11:00:00
0.0,820.6,26.5,25.5,322.0,7.8,3.9,marambaia,-23.05027777,-43.59555555,2019-02-28 12:00:00
0.0,1308.0,27.2,26.4,243.0,6.6,3.8,marambaia,-23.05027777,-43.59555555,2019-02-28 13:00:00
0.0,1951.3,27.7,26.7,240.0,5.2,4.0,marambaia,-23.05027777,-43.59555555,2019-02-28 14:00:00
0.0,1902.2,27.2,26.8,234.0,6.0,4.5,marambaia,-23.05027777,-43.59555555,2019-02-28 15:00:00
0.0,2139.4,27.8,27.0,220.0,7.0,5.2,marambaia,-23.05027777,-43.59555555,2019-02-28 16:00:00
0.0,2276.3,28.0,27.3,212.0,6.3,4.6,marambaia,-23.05027777,-43.59555555,2019-02-28 17:00:00
0.0,2152.2,28.1,27.3,192.0,7.0,4.6,marambaia,-23.05027777,-43.59555555,2019-02-28 18:00:00
0.0,1221.4,28.0,27.2,214.0,7.0,6.0,marambaia,-23.05027777,-43.59555555,2019-02-28 19:00:00
0.6,302.8,27.2,26.4,215.0,7.1,4.9,marambaia,-23.05027777,-43.59555555,2019-02-28 20:00:00
0.4,271.2,26.8,26.4,188.0,6.3,3.6,marambaia,-23.05027777,-43.59555555,2019-02-28 21:00:00
0.0,13.2,26.8,26.5,199.0,4.5,2.0,marambaia,-23.05027777,-43.59555555,2019-02-28 22:00:00
0.0,-1.5,26.8,26.3,191.0,2.7,1.9,marambaia,-23.05027777,-43.59555555,2019-02-28 23:00:00
0.0,-2.5,26.8,26.2,184.0,4.3,2.4,marambaia,-23.05027777,-43.59555555,2019-03-01 00:00:00
0.0,-1.2,26.4,26.0,169.0,3.6,1.8,marambaia,-23.05027777,-43.59555555,2019-03-01 01:00:00
0.0,-2.5,26.2,25.1,38.0,2.3,1.2,marambaia,-23.05027777,-43.59555555,2019-03-01 02:00:00
0.0,-2.5,25.2,24.8,21.0,2.8,1.7,marambaia,-23.05027777,-43.59555555,2019-03-01 03:00:00
0.0,-2.8,24.8,24.5,25.0,2.9,1.8,marambaia,-23.05027777,-43.59555555,2019-03-01 04:00:00
0.0,-2.7,24.5,24.2,29.0,2.4,0.9,marambaia,-23.05027777,-43.59555555,2019-03-01 05:00:00
0.0,-2.4,24.3,24.2,10.0,3.0,2.2,marambaia,-23.05027777,-43.59555555,2019-03-01 06:00:00
0.0,-2.4,24.4,24.2,67.0,3.0,0.4,marambaia,-23.05027777,-43.59555555,2019-03-01 07:00:00
0.0,-1.9,24.8,24.3,323.0,1.1,0.7,marambaia,-23.05027777,-43.59555555,2019-03-01 08:00:00
0.0,-1.7,24.5,24.3,355.0,3.4,2.7,marambaia,-23.05027777,-43.59555555,2019-03-01 09:00:00
1.8,157.1,24.7,24.2,61.0,3.4,1.1,marambaia,-23.05027777,-43.59555555,2019-03-01 10:00:00
0.0,584.1,26.4,24.7,88.0,2.2,1.2,marambaia,-23.05027777,-43.59555555,2019-03-01 11:00:00
0.0,1253.2,27.7,26.4,160.0,3.8,2.4,marambaia,-23.05027777,-43.59555555,2019-03-01 12:00:00
0.0,1630.6,29.0,27.6,102.0,4.7,2.5,marambaia,-23.05027777,-43.59555555,2019-03-01 13:00:00
0.0,1432.2,29.0,28.1,91.0,5.1,2.6,marambaia,-23.05027777,-43.59555555,2019-03-01 14:00:00
0.0,1586.7,28.8,27.4,156.0,6.0,4.9,marambaia,-23.05027777,-43.59555555,2019-03-01 15:00:00
0.0,2196.6,29.2,27.3,136.0,6.3,3.7,marambaia,-23.05027777,-43.59555555,2019-03-01 16:00:00
0.0,1594.2,28.9,28.0,139.0,5.6,3.8,marambaia,-23.05027777,-43.59555555,2019-03-01 17:00:00
0.0,1541.2,28.8,27.4,152.0,6.3,5.0,marambaia,-23.05027777,-43.59555555,2019-03-01 18:00:00
0.0,767.7,27.8,27.3,156.0,7.3,6.3,marambaia,-23.05027777,-43.59555555,2019-03-01 19:00:00
0.0,303.1,27.3,26.9,143.0,8.5,7.2,marambaia,-23.05027777,-43.59555555,2019-03-01 20:00:00
0.0,105.0,27.1,26.8,138.0,8.5,7.1,marambaia,-23.05027777,-43.59555555,2019-03-01 21:00:00
2.0,1.6,27.0,26.4,125.0,11.1,6.3,marambaia,-23.05027777,-43.59555555,2019-03-01 22:00:00
34.6,0.9,26.4,22.9,242.0,15.0,10.1,marambaia,-23.05027777,-43.59555555,2019-03-01 23:00:00
4.4,0.7,23.9,22.7,219.0,16.4,4.6,marambaia,-23.05027777,-43.59555555,2019-03-02 00:00:00
4.0,-0.9,23.5,22.9,6.0,6.4,1.9,marambaia,-23.05027777,-43.59555555,2019-03-02 01:00:00
5.6,-0.9,22.9,22.5,5.0,6.0,2.9,marambaia,-23.05027777,-43.59555555,2019-03-02 02:00:00
5.0,-0.6,22.7,22.5,9.0,5.4,2.4,marambaia,-23.05027777,-43.59555555,2019-03-02 03:00:00
2.6,-1.2,22.6,22.4,5.0,7.3,4.9,marambaia,-23.05027777,-43.59555555,2019-03-02 04:00:00
3.4,0.1,22.5,22.2,6.0,7.3,1.4,marambaia,-23.05027777,-43.59555555,2019-03-02 05:00:00
0.6,-1.6,22.3,22.2,360.0,4.5,2.0,marambaia,-23.05027777,-43.59555555,2019-03-02 06:00:00
0.4,-0.8,22.3,22.2,360.0,5.0,2.9,marambaia,-23.05027777,-43.59555555,2019-03-02 07:00:00
0.4,-0.9,22.3,22.1,357.0,5.3,3.6,marambaia,-23.05027777,-43.59555555,2019-03-02 08:00:00
0.2,0.8,22.1,22.1,4.0,5.6,4.0,marambaia,-23.05027777,-43.59555555,2019-03-02 09:00:00
0.0,124.4,22.5,22.1,20.0,7.1,4.4,marambaia,-23.05027777,-43.59555555,2019-03-02 10:00:00
0.4,248.9,22.9,22.5,28.0,6.6,3.1,marambaia,-23.05027777,-43.59555555,2019-03-02 11:00:00
0.6,370.1,23.5,22.8,23.0,5.3,3.5,marambaia,-23.05027777,-43.59555555,2019-03-02 12:00:00
0.2,693.4,24.5,23.5,320.0,5.2,1.4,marambaia,-23.05027777,-43.59555555,2019-03-02 13:00:00
0.0,1370.4,26.1,24.4,254.0,3.0,2.0,marambaia,-23.05027777,-43.59555555,2019-03-02 14:00:00
0.0,2236.7,28.0,25.7,12.0,4.1,2.8,marambaia,-23.05027777,-43.59555555,2019-03-02 15:00:00
0.0,2747.5,29.6,27.7,55.0,4.6,1.4,marambaia,-23.05027777,-43.59555555,2019-03-02 16:00:00
0.0,2884.2,30.7,28.1,176.0,4.0,3.2,marambaia,-23.05027777,-43.59555555,2019-03-02 17:00:00
0.0,1732.7,28.6,27.2,175.0,4.9,3.4,marambaia,-23.05027777,-43.59555555,2019-03-02 18:00:00
0.0,1159.8,28.5,27.3,83.0,4.6,1.6,marambaia,-23.05027777,-43.59555555,2019-03-02 19:00:00
0.0,553.4,28.1,27.2,121.0,4.5,2.0,marambaia,-23.05027777,-43.59555555,2019-03-02 20:00:00
0.0,59.4,27.2,25.7,346.0,5.0,2.6,marambaia,-23.05027777,-43.59555555,2019-03-02 21:00:00
0.4,-2.1,25.7,24.2,38.0,6.1,2.0,marambaia,-23.05027777,-43.59555555,2019-03-02 22:00:00
0.0,-2.5,24.4,24.1,89.0,3.0,1.0,marambaia,-23.05027777,-43.59555555,2019-03-02 23:00:00
0.0,-2.5,24.3,24.1,4.0,2.2,1.1,marambaia,-23.05027777,-43.59555555,2019-03-03 00:00:00
0.2,-2.0,24.4,24.2,356.0,2.0,1.3,marambaia,-23.05027777,-43.59555555,2019-03-03 01:00:00
0.0,-2.4,24.3,24.2,360.0,2.9,2.3,marambaia,-23.05027777,-43.59555555,2019-03-03 02:00:00
0.0,-1.9,24.2,23.9,10.0,2.9,1.4,marambaia,-23.05027777,-43.59555555,2019-03-03 03:00:00
0.0,-1.6,24.1,23.9,28.0,3.9,1.7,marambaia,-23.05027777,-43.59555555,2019-03-03 04:00:00
0.0,-1.8,24.3,23.9,27.0,4.0,2.8,marambaia,-23.05027777,-43.59555555,2019-03-03 05:00:00
0.0,-2.5,24.3,24.1,20.0,3.9,2.3,marambaia,-23.05027777,-43.59555555,2019-03-03 06:00:00
0.0,-1.9,24.2,24.1,10.0,3.6,2.4,marambaia,-23.05027777,-43.59555555,2019-03-03 07:00:00
0.0,-2.3,24.1,24.0,15.0,3.5,2.5,marambaia,-23.05027777,-43.59555555,2019-03-03 08:00:00
0.0,1.0,24.3,24.0,21.0,4.2,2.3,marambaia,-23.05027777,-43.59555555,2019-03-03 09:00:00
0.0,120.6,24.8,24.3,23.0,4.2,2.9,marambaia,-23.05027777,-43.59555555,2019-03-03 10:00:00
0.0,526.4,26.0,24.8,16.0,4.5,2.5,marambaia,-23.05027777,-43.59555555,2019-03-03 11:00:00
0.0,798.8,27.0,26.0,20.0,4.4,2.9,marambaia,-23.05027777,-43.59555555,2019-03-03 12:00:00
0.0,1163.8,28.8,27.0,8.0,4.7,1.7,marambaia,-23.05027777,-43.59555555,2019-03-03 13:00:00
0.0,1381.8,29.1,27.4,207.0,4.3,3.0,marambaia,-23.05027777,-43.59555555,2019-03-03 14:00:00
0.0,1278.8,27.8,27.3,224.0,4.3,3.4,marambaia,-23.05027777,-43.59555555,2019-03-03 15:00:00
0.0,1155.8,27.3,26.8,209.0,5.0,4.4,marambaia,-23.05027777,-43.59555555,2019-03-03 16:00:00
0.0,1036.8,26.9,26.7,205.0,5.0,3.3,marambaia,-23.05027777,-43.59555555,2019-03-03 17:00:00
0.2,822.4,27.1,26.6,164.0,4.0,1.8,marambaia,-23.05027777,-43.59555555,2019-03-03 18:00:00
0.0,256.6,26.9,26.4,188.0,3.9,3.3,marambaia,-23.05027777,-43.59555555,2019-03-03 19:00:00
0.8,145.6,26.5,26.1,185.0,5.7,4.1,marambaia,-23.05027777,-43.59555555,2019-03-03 20:00:00
16.0,18.3,26.3,22.5,153.0,11.4,7.5,marambaia,-23.05027777,-43.59555555,2019-03-03 21:00:00
54.8,1.1,23.3,21.6,131.0,12.2,1.8,marambaia,-23.05027777,-43.59555555,2019-03-03 22:00:00
9.4,-0.3,22.4,22.1,45.0,5.6,2.4,marambaia,-23.05027777,-43.59555555,2019-03-03 23:00:00
0.8,-1.0,22.6,22.4,31.0,3.9,0.8,marambaia,-23.05027777,-43.59555555,2019-03-04 00:00:00
0.2,-1.0,23.3,22.6,100.0,2.1,1.4,marambaia,-23.05027777,-43.59555555,2019-03-04 01:00:00
0.0,-1.0,23.0,22.5,54.0,3.3,1.6,marambaia,-23.05027777,-43.59555555,2019-03-04 02:00:00
0.0,0.3,23.3,22.8,36.0,6.0,2.7,marambaia,-23.05027777,-43.59555555,2019-03-04 03:00:00
0.6,-0.3,22.9,22.7,360.0,6.2,4.0,marambaia,-23.05027777,-43.59555555,2019-03-04 04:00:00
0.2,-1.6,22.9,22.7,20.0,5.8,1.7,marambaia,-23.05027777,-43.59555555,2019-03-04 05:00:00
