PRECIPITACAO TOTAL. HORARIO(mm),RADIACAO GLOBAL(Kj/m²),TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C),TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C),VENTO. DIRECAO HORARIA (gr)(° (gr)),VENTO. RAJADA MAXIMA(m/s),VENTO. VELOCIDADE HORARIA(m/s),estacao,latitude,longitude,datetime
0.0,892.0,27.6,27.1,193.0,6.2,5.0,marambaia,-23.05027777,-43.59555555,2019-02-03 11:00:00
0.0,1580.6,28.3,27.4,187.0,6.0,3.8,marambaia,-23.05027777,-43.59555555,2019-02-03 12:00:00
0.0,2354.5,29.3,27.8,177.0,4.6,3.3,marambaia,-23.05027777,-43.59555555,2019-02-03 13:00:00
0.0,3160.8,30.0,28.7,183.0,5.2,4.0,marambaia,-23.05027777,-43.59555555,2019-02-03 14:00:00
0.0,3661.9,29.7,28.4,189.0,6.5,4.9,marambaia,-23.05027777,-43.59555555,2019-02-03 15:00:00
0.0,3709.0,30.4,29.0,190.0,6.5,4.8,marambaia,-23.05027777,-43.59555555,2019-02-03 16:00:00
0.0,3474.1,30.5,29.0,187.0,7.0,5.1,marambaia,-23.05027777,-43.59555555,2019-02-03 17:00:00
0.0,3031.9,30.5,29.1,192.0,7.4,5.8,marambaia,-23.05027777,-43.59555555,2019-02-03 18:00:00
0.0,2409.6,29.5,28.7,187.0,8.8,7.0,marambaia,-23.05027777,-43.59555555,2019-02-03 19:00:00
0.0,1513.9,29.4,28.4,192.0,9.5,4.2,marambaia,-23.05027777,-43.59555555,2019-02-03 20:00:00
0.0,564.5,28.6,28.1,192.0,6.1,4.9,marambaia,-23.05027777,-43.59555555,2019-02-03 21:00:00
0.0,76.3,28.3,27.6,176.0,6.3,4.1,marambaia,-23.05027777,-43.59555555,2019-02-03 22:00:00
0.0,-2.8,28.0,27.6,165.0,6.3,4.8,marambaia,-23.05027777,-43.59555555,2019-02-03 23:00:00
0.0,-3.3,28.0,27.7,154.0,8.3,5.4,marambaia,-23.05027777,-43.59555555,2019-02-04 00:00:00
0.0,-3.3,28.0,27.6,119.0,9.0,6.3,marambaia,-23.05027777,-43.59555555,2019-02-04 01:00:00
0.4,-3.3,28.0,26.9,114.0,9.0,3.7,marambaia,-23.05027777,-43.59555555,2019-02-04 02:00:00
0.0,-1.5,26.9,26.3,101.0,7.4,3.4,marambaia,-23.05027777,-43.59555555,2019-02-04 03:00:00
3.4,-2.6,26.8,25.7,7.0,6.4,1.9,marambaia,-23.05027777,-43.59555555,2019-02-04 04:00:00
4.8,-2.8,25.8,25.2,314.0,3.8,2.2,marambaia,-23.05027777,-43.59555555,2019-02-04 05:00:00
3.6,-0.1,25.3,24.1,315.0,8.1,2.3,marambaia,-23.05027777,-43.59555555,2019-02-04 06:00:00
0.2,-1.5,24.9,24.4,6.0,4.2,2.4,marambaia,-23.05027777,-43.59555555,2019-02-04 07:00:00
0.0,-1.6,24.7,24.6,23.0,3.7,2.5,marambaia,-23.05027777,-43.59555555,2019-02-04 08:00:00
0.4,4.9,24.7,24.6,48.0,3.9,2.1,marambaia,-23.05027777,-43.59555555,2019-02-04 09:00:00
37.6,31.7,24.7,23.6,110.0,4.5,1.9,marambaia,-23.05027777,-43.59555555,2019-02-04 10:00:00
37.6,63.4,24.1,23.2,182.0,7.6,2.5,marambaia,-23.05027777,-43.59555555,2019-02-04 11:00:00
0.4,171.6,24.3,23.5,312.0,5.6,1.9,marambaia,-23.05027777,-43.59555555,2019-02-04 12:00:00
0.0,139.7,25.2,23.7,68.0,3.7,0.7,marambaia,-23.05027777,-43.59555555,2019-02-04 13:00:00
0.0,280.0,25.7,24.2,159.0,10.2,7.8,marambaia,-23.05027777,-43.59555555,2019-02-04 14:00:00
0.0,1055.1,26.0,25.4,168.0,10.2,7.8,marambaia,-23.05027777,-43.59555555,2019-02-04 15:00:00
0.0,830.3,26.1,25.7,159.0,9.9,7.6,marambaia,-23.05027777,-43.59555555,2019-02-04 16:00:00
1.0,381.2,25.9,25.1,153.0,10.0,7.2,marambaia,-23.05027777,-43.59555555,2019-02-04 17:00:00
0.2,704.1,26.0,25.2,140.0,10.0,6.3,marambaia,-23.05027777,-43.59555555,2019-02-04 18:00:00
0.0,537.5,26.1,25.6,128.0,9.4,6.6,marambaia,-23.05027777,-43.59555555,2019-02-04 19:00:00
0.2,196.7,25.9,25.3,126.0,9.7,6.1,marambaia,-23.05027777,-43.59555555,2019-02-04 20:00:00
2.2,48.8,25.3,24.3,98.0,9.3,4.8,marambaia,-23.05027777,-43.59555555,2019-02-04 21:00:00
6.6,2.0,24.3,23.5,359.0,8.6,2.2,marambaia,-23.05027777,-43.59555555,2019-02-04 22:00:00
19.8,-0.3,23.8,23.1,7.0,8.4,4.0,marambaia,-23.05027777,-43.59555555,2019-02-04 23:00:00
22.4,-0.4,23.5,22.7,243.0,11.6,9.3,marambaia,-23.05027777,-43.59555555,2019-02-05 00:00:00
50.0,1.0,23.3,21.5,117.0,13.7,8.5,marambaia,-23.05027777,-43.59555555,2019-02-05 01:00:00
6.6,-0.5,22.5,21.7,82.0,11.9,2.9,marambaia,-23.05027777,-43.59555555,2019-02-05 02:00:00
2.2,-0.3,22.1,21.7,340.0,5.4,2.5,marambaia,-23.05027777,-43.59555555,2019-02-05 03:00:00
0.2,-0.4,22.0,21.6,277.0,3.9,2.6,marambaia,-23.05027777,-43.59555555,2019-02-05 04:00:00
1.0,0.1,22.2,22.0,336.0,4.3,1.0,marambaia,-23.05027777,-43.59555555,2019-02-05 05:00:00
10.2,0.1,22.8,21.7,66.0,7.8,1.1,marambaia,-23.05027777,-43.59555555,2019-02-05 06:00:00
5.2,0.2,23.1,21.7,76.0,7.2,3.6,marambaia,-23.05027777,-43.59555555,2019-02-05 07:00:00
2.8,-0.2,21.9,21.6,47.0,7.2,1.7,marambaia,-23.05027777,-43.59555555,2019-02-05 08:00:00
0.8,4.7,21.7,21.5,20.0,4.0,2.4,marambaia,-23.05027777,-43.59555555,2019-02-05 09:00:00
0.4,84.3,21.6,21.4,16.0,3.8,1.7,marambaia,-23.05027777,-43.59555555,2019-02-05 10:00:00
1.8,253.2,22.1,21.6,204.0,3.0,1.5,marambaia,-23.05027777,-43.59555555,2019-02-05 11:00:00
3.0,350.9,22.4,21.6,86.0,6.3,3.3,marambaia,-23.05027777,-43.59555555,2019-02-05 12:00:00
0.0,466.8,22.6,21.8,44.0,7.9,2.3,marambaia,-23.05027777,-43.59555555,2019-02-05 13:00:00
0.0,623.9,23.6,22.5,1.0,3.6,2.2,marambaia,-23.05027777,-43.59555555,2019-02-05 14:00:00
0.0,932.2,24.7,23.6,350.0,3.1,1.6,marambaia,-23.05027777,-43.59555555,2019-02-05 15:00:00
0.0,1070.3,25.4,24.7,283.0,2.7,1.5,marambaia,-23.05027777,-43.59555555,2019-02-05 16:00:00
0.0,847.3,26.0,24.6,294.0,3.2,1.7,marambaia,-23.05027777,-43.59555555,2019-02-05 17:00:00
0.0,1161.0,26.5,24.7,133.0,7.1,4.7,marambaia,-23.05027777,-43.59555555,2019-02-05 18:00:00
0.2,533.0,26.0,25.5,118.0,6.8,4.0,marambaia,-23.05027777,-43.59555555,2019-02-05 19:00:00
0.0,406.7,26.1,25.5,126.0,8.3,5.8,marambaia,-23.05027777,-43.59555555,2019-02-05 20:00:00
0.0,246.0,25.9,25.2,120.0,8.4,5.7,marambaia,-23.05027777,-43.59555555,2019-02-05 21:00:00
0.0,6.5,25.6,25.2,125.0,9.9,5.7,marambaia,-23.05027777,-43.59555555,2019-02-05 22:00:00
0.0,-2.0,25.7,24.9,100.0,9.7,2.5,marambaia,-23.05027777,-43.59555555,2019-02-05 23:00:00
0.0,-2.0,25.5,24.9,100.0,7.0,2.4,marambaia,-23.05027777,-43.59555555,2019-02-06 00:00:00
0.0,-2.2,25.3,22.9,332.0,4.4,3.0,marambaia,-23.05027777,-43.59555555,2019-02-06 01:00:00
0.0,-2.1,22.9,22.6,9.0,4.4,1.5,marambaia,-23.05027777,-43.59555555,2019-02-06 02:00:00
0.0,-3.4,22.6,22.0,348.0,3.1,2.0,marambaia,-23.05027777,-43.59555555,2019-02-06 03:00:00
0.0,-3.0,22.0,21.7,335.0,2.8,0.9,marambaia,-23.05027777,-43.59555555,2019-02-06 04:00:00
0.0,-3.1,21.8,21.4,10.0,2.3,1.8,marambaia,-23.05027777,-43.59555555,2019-02-06 05:00:00
0.0,-2.0,21.5,21.3,5.0,3.3,2.4,marambaia,-23.05027777,-43.59555555,2019-02-06 06:00:00
0.0,-2.7,21.5,21.3,4.0,3.1,1.9,marambaia,-23.05027777,-43.59555555,2019-02-06 07:00:00
0.0,-2.4,22.1,21.5,334.0,3.7,2.5,marambaia,-23.05027777,-43.59555555,2019-02-06 08:00:00
0.0,3.8,22.2,21.9,19.0,3.7,1.9,marambaia,-23.05027777,-43.59555555,2019-02-06 09:00:00
0.0,122.9,22.5,22.0,20.0,4.2,2.1,marambaia,-23.05027777,-43.59555555,2019-02-06 10:00:00
0.0,262.6,23.4,22.5,355.0,3.5,1.8,marambaia,-23.05027777,-43.59555555,2019-02-06 11:00:00
0.0,438.5,24.2,23.4,337.0,3.7,2.1,marambaia,-23.05027777,-43.59555555,2019-02-06 12:00:00
0.0,812.2,25.7,24.2,54.0,3.7,1.7,marambaia,-23.05027777,-43.59555555,2019-02-06 13:00:00
0.0,1205.7,27.2,25.7,74.0,5.0,2.9,marambaia,-23.05027777,-43.59555555,2019-02-06 14:00:00
0.0,975.9,27.8,25.7,57.0,5.4,2.3,marambaia,-23.05027777,-43.59555555,2019-02-06 15:00:00
0.0,1611.7,28.1,27.2,69.0,4.5,1.1,marambaia,-23.05027777,-43.59555555,2019-02-06 16:00:00
0.0,1324.0,27.7,26.8,116.0,6.4,4.2,marambaia,-23.05027777,-43.59555555,2019-02-06 17:00:00
0.0,1553.3,27.5,26.7,113.0,7.9,5.3,marambaia,-23.05027777,-43.59555555,2019-02-06 18:00:00
0.0,1003.6,27.3,25.8,118.0,10.1,6.6,marambaia,-23.05027777,-43.59555555,2019-02-06 19:00:00
0.6,139.3,25.8,24.2,121.0,11.3,7.8,marambaia,-23.05027777,-43.59555555,2019-02-06 20:00:00
1.4,85.6,24.3,23.3,99.0,11.0,5.6,marambaia,-23.05027777,-43.59555555,2019-02-06 21:00:00
17.8,2.2,23.4,20.7,281.0,13.4,7.4,marambaia,-23.05027777,-43.59555555,2019-02-06 22:00:00
65.0,-0.5,22.4,20.8,180.0,32.2,17.4,marambaia,-23.05027777,-43.59555555,2019-02-06 23:00:00
3.4,0.4,23.1,21.6,159.0,22.1,14.0,marambaia,-23.05027777,-43.59555555,2019-02-07 00:00:00
0.2,1.8,23.1,22.6,142.0,16.3,8.6,marambaia,-23.05027777,-43.59555555,2019-02-07 01:00:00
0.0,-0.3,23.1,21.8,73.0,10.6,1.6,marambaia,-23.05027777,-43.59555555,2019-02-07 02:00:00
0.2,-3.0,22.4,21.4,43.0,7.3,2.3,marambaia,-23.05027777,-43.59555555,2019-02-07 03:00:00
0.0,-1.9,21.4,21.2,3.0,4.0,2.4,marambaia,-23.05027777,-43.59555555,2019-02-07 04:00:00
1.0,-1.3,21.3,21.0,18.0,5.3,2.4,marambaia,-23.05027777,-43.59555555,2019-02-07 05:00:00
0.0,-1.3,21.0,20.7,50.0,4.8,2.1,marambaia,-23.05027777,-43.59555555,2019-02-07 06:00:00
0.2,-1.6,20.8,20.7,28.0,4.7,2.5,marambaia,-23.05027777,-43.59555555,2019-02-07 07:00:00
0.0,-1.5,20.9,20.8,358.0,3.9,2.4,marambaia,-23.05027777,-43.59555555,2019-02-07 08:00:00
0.0,14.5,20.8,20.4,21.0,3.3,1.6,marambaia,-23.05027777,-43.59555555,2019-02-07 09:00:00
0.0,137.0,21.2,20.5,21.0,2.6,2.0,marambaia,-23.05027777,-43.59555555,2019-02-07 10:00:00
0.0,275.9,21.5,21.2,29.0,3.3,2.2,marambaia,-23.05027777,-43.59555555,2019-02-07 11:00:00
0.0,924.6,23.9,21.5,19.0,3.2,2.2,marambaia,-23.05027777,-43.59555555,2019-02-07 12:00:00
0.0,1167.5,25.2,23.9,21.0,3.4,1.7,marambaia,-23.05027777,-43.59555555,2019-02-07 13:00:00
0.0,2584.7,27.3,25.0,196.0,3.3,1.9,marambaia,-23.05027777,-43.59555555,2019-02-07 14:00:00
0.0,2724.7,27.3,25.9,167.0,3.8,3.0,marambaia,-23.05027777,-43.59555555,2019-02-07 15:00:00
0.0,2397.8,27.8,26.2,177.0,5.8,4.5,marambaia,-23.05027777,-43.59555555,2019-02-07 16:00:00
0.0,1813.9,26.8,25.9,161.0,6.3,4.7,marambaia,-23.05027777,-43.59555555,2019-02-07 17:00:00
0.0,2605.2,27.7,26.3,176.0,7.1,5.2,marambaia,-23.05027777,-43.59555555,2019-02-07 18:00:00
0.0,2017.2,27.4,25.9,179.0,7.3,5.2,marambaia,-23.05027777,-43.59555555,2019-02-07 19:00:00
0.0,1215.6,26.5,25.8,174.0,7.3,5.2,marambaia,-23.05027777,-43.59555555,2019-02-07 20:00:00
0.0,646.7,26.0,25.6,161.0,7.7,5.6,marambaia,-23.05027777,-43.59555555,2019-02-07 21:00:00
0.0,99.6,25.7,25.4,152.0,7.7,4.1,marambaia,-23.05027777,-43.59555555,2019-02-07 22:00:00
0.0,-3.3,25.5,25.3,151.0,6.1,4.0,marambaia,-23.05027777,-43.59555555,2019-02-07 23:00:00
0.0,-3.5,25.4,25.2,142.0,5.7,4.0,marambaia,-23.05027777,-43.59555555,2019-02-08 00:00:00
0.0,-3.2,25.4,24.1,92.0,5.5,1.5,marambaia,-23.05027777,-43.59555555,2019-02-08 01:00:00
0.0,-3.4,24.4,22.8,23.0,2.8,2.1,marambaia,-23.05027777,-43.59555555,2019-02-08 02:00:00
0.0,-3.5,22.9,21.8,21.0,3.1,1.8,marambaia,-23.05027777,-43.59555555,2019-02-08 03:00:00
0.0,-3.5,21.9,21.4,26.0,3.7,2.5,marambaia,-23.05027777,-43.59555555,2019-02-08 04:00:00
0.0,-3.5,21.9,21.2,20.0,3.1,2.4,marambaia,-23.05027777,-43.59555555,2019-02-08 05:00:00
0.0,-3.5,21.2,20.9,24.0,3.8,2.7,marambaia,-23.05027777,-43.59555555,2019-02-08 06:00:00
0.0,-3.5,21.3,21.0,13.0,3.8,2.4,marambaia,-23.05027777,-43.59555555,2019-02-08 07:00:00
0.0,-3.5,21.2,21.0,14.0,4.7,3.3,marambaia,-23.05027777,-43.59555555,2019-02-08 08:00:00
0.0,16.4,21.9,21.2,32.0,4.7,3.1,marambaia,-23.05027777,-43.59555555,2019-02-08 09:00:00
0.0,488.4,24.3,21.9,44.0,4.4,2.3,marambaia,-23.05027777,-43.59555555,2019-02-08 10:00:00
0.0,1303.8,26.6,24.3,11.0,5.2,3.2,marambaia,-23.05027777,-43.59555555,2019-02-08 11:00:00
0.0,2147.4,28.5,26.5,11.0,7.2,3.8,marambaia,-23.05027777,-43.59555555,2019-02-08 12:00:00
0.0,2683.5,30.3,28.4,360.0,7.2,3.1,marambaia,-23.05027777,-43.59555555,2019-02-08 13:00:00
0.0,2161.8,29.8,27.8,135.0,6.2,4.5,marambaia,-23.05027777,-43.59555555,2019-02-08 14:00:00
0.0,3489.9,29.3,28.0,148.0,7.2,6.1,marambaia,-23.05027777,-43.59555555,2019-02-08 15:00:00
0.0,3699.0,28.3,27.4,148.0,8.5,6.9,marambaia,-23.05027777,-43.59555555,2019-02-08 16:00:00
0.0,3451.5,28.3,27.4,151.0,8.2,6.3,marambaia,-23.05027777,-43.59555555,2019-02-08 17:00:00
0.0,2997.3,28.1,27.3,144.0,8.4,5.7,marambaia,-23.05027777,-43.59555555,2019-02-08 18:00:00
0.0,2209.2,27.8,27.1,147.0,7.9,6.1,marambaia,-23.05027777,-43.59555555,2019-02-08 19:00:00
0.0,1616.5,27.5,27.0,141.0,7.7,5.6,marambaia,-23.05027777,-43.59555555,2019-02-08 20:00:00
0.0,425.3,27.0,26.3,136.0,8.2,5.7,marambaia,-23.05027777,-43.59555555,2019-02-08 21:00:00
0.0,69.9,26.5,25.9,132.0,7.6,5.2,marambaia,-23.05027777,-43.59555555,2019-02-08 22:00:00
0.0,-3.5,26.0,25.2,95.0,7.9,2.7,marambaia,-23.05027777,-43.59555555,2019-02-08 23:00:00
0.0,-3.5,25.6,24.5,38.0,5.3,1.5,marambaia,-23.05027777,-43.59555555,2019-02-09 00:00:00
0.0,-3.5,24.8,24.3,111.0,3.1,1.4,marambaia,-23.05027777,-43.59555555,2019-02-09 01:00:00
0.0,-3.5,24.6,23.8,80.0,3.9,2.4,marambaia,-23.05027777,-43.59555555,2019-02-09 02:00:00
0.0,-3.4,24.5,23.8,54.0,4.5,1.8,marambaia,-23.05027777,-43.59555555,2019-02-09 03:00:00
0.0,-3.5,23.8,22.6,28.0,2.6,1.7,marambaia,-23.05027777,-43.59555555,2019-02-09 04:00:00
0.0,-3.5,23.2,22.1,49.0,3.0,2.5,marambaia,-23.05027777,-43.59555555,2019-02-09 05:00:00
0.0,-3.5,22.2,21.8,45.0,3.1,2.3,marambaia,-23.05027777,-43.59555555,2019-02-09 06:00:00
0.0,-3.5,22.0,21.5,36.0,2.9,2.2,marambaia,-23.05027777,-43.59555555,2019-02-09 07:00:00
0.0,-3.5,22.0,21.3,21.0,3.1,2.1,marambaia,-23.05027777,-43.59555555,2019-02-09 08:00:00
0.0,15.9,21.5,21.0,50.0,3.6,2.7,marambaia,-23.05027777,-43.59555555,2019-02-09 09:00:00
0.0,466.1,24.4,21.5,51.0,3.6,1.7,marambaia,-23.05027777,-43.59555555,2019-02-09 10:00:00
0.0,1310.6,27.3,24.4,25.0,4.5,2.3,marambaia,-23.05027777,-43.59555555,2019-02-09 11:00:00
0.0,2149.7,28.4,27.0,143.0,4.4,3.5,marambaia,-23.05027777,-43.59555555,2019-02-09 12:00:00
0.0,2904.7,28.7,27.6,128.0,6.3,5.0,marambaia,-23.05027777,-43.59555555,2019-02-09 13:00:00
0.0,2399.6,29.0,27.7,127.0,7.1,5.1,marambaia,-23.05027777,-43.59555555,2019-02-09 14:00:00
0.0,3569.6,30.2,28.8,122.0,7.5,5.7,marambaia,-23.05027777,-43.59555555,2019-02-09 15:00:00
0.0,3672.9,29.7,29.0,122.0,9.2,6.6,marambaia,-23.05027777,-43.59555555,2019-02-09 16:00:00
0.0,3442.2,29.7,29.0,115.0,9.5,6.5,marambaia,-23.05027777,-43.59555555,2019-02-09 17:00:00
0.0,2983.6,30.4,28.7,116.0,10.8,6.6,marambaia,-23.05027777,-43.59555555,2019-02-09 18:00:00
0.0,2334.4,29.2,28.3,105.0,11.7,5.4,marambaia,-23.05027777,-43.59555555,2019-02-09 19:00:00
0.0,1490.7,28.6,27.8,114.0,10.3,6.2,marambaia,-23.05027777,-43.59555555,2019-02-09 20:00:00
0.0,603.9,27.9,26.7,107.0,11.2,6.8,marambaia,-23.05027777,-43.59555555,2019-02-09 21:00:00
0.0,64.4,26.7,26.3,102.0,12.3,7.3,marambaia,-23.05027777,-43.59555555,2019-02-09 22:00:00
0.0,-3.5,26.5,26.3,92.0,13.4,5.8,marambaia,-23.05027777,-43.59555555,2019-02-09 23:00:00
0.0,-3.4,26.5,26.4,102.0,11.6,7.4,marambaia,-23.05027777,-43.59555555,2019-02-10 00:00:00
0.0,-3.5,26.5,26.4,94.0,11.6,6.0,marambaia,-23.05027777,-43.59555555,2019-02-10 01:00:00
0.0,-3.5,26.5,25.9,69.0,10.2,1.8,marambaia,-23.05027777,-43.59555555,2019-02-10 02:00:00
0.0,-3.5,25.9,25.4,14.0,3.5,1.0,marambaia,-23.05027777,-43.59555555,2019-02-10 03:00:00
0.0,-3.5,25.5,24.8,352.0,2.0,0.9,marambaia,-23.05027777,-43.59555555,2019-02-10 04:00:00
0.0,-3.5,25.8,24.0,24.0,1.6,0.9,marambaia,-23.05027777,-43.59555555,2019-02-10 05:00:00
0.0,-3.5,24.3,23.2,13.0,2.0,1.5,marambaia,-23.05027777,-43.59555555,2019-02-10 06:00:00
0.0,-3.5,23.2,23.0,55.0,3.7,2.4,marambaia,-23.05027777,-43.59555555,2019-02-10 07:00:00
0.0,-3.5,23.5,22.8,14.0,3.4,1.9,marambaia,-23.05027777,-43.59555555,2019-02-10 08:00:00
0.0,21.1,23.5,22.8,36.0,3.9,2.3,marambaia,-23.05027777,-43.59555555,2019-02-10 09:00:00
0.0,514.9,26.2,23.5,24.0,3.9,2.5,marambaia,-23.05027777,-43.59555555,2019-02-10 10:00:00
0.0,1337.6,28.3,26.2,10.0,6.7,4.1,marambaia,-23.05027777,-43.59555555,2019-02-10 11:00:00
0.0,2023.4,30.5,28.2,10.0,7.8,3.9,marambaia,-23.05027777,-43.59555555,2019-02-10 12:00:00
0.0,2795.8,31.8,30.2,30.0,8.7,3.8,marambaia,-23.05027777,-43.59555555,2019-02-10 13:00:00
0.0,3320.2,33.9,30.7,126.0,8.4,2.6,marambaia,-23.05027777,-43.59555555,2019-02-10 14:00:00
0.0,3091.1,33.2,29.8,103.0,8.6,3.5,marambaia,-23.05027777,-43.59555555,2019-02-10 15:00:00
0.0,3329.4,33.6,30.2,100.0,9.3,6.0,marambaia,-23.05027777,-43.59555555,2019-02-10 16:00:00
0.0,3389.4,33.2,31.5,96.0,10.5,5.4,marambaia,-23.05027777,-43.59555555,2019-02-10 17:00:00
0.0,2943.0,32.4,31.1,98.0,11.2,6.6,marambaia,-23.05027777,-43.59555555,2019-02-10 18:00:00
0.0,2299.6,31.8,30.5,96.0,11.2,6.0,marambaia,-23.05027777,-43.59555555,2019-02-10 19:00:00
0.0,1516.9,30.8,29.7,91.0,11.7,6.6,marambaia,-23.05027777,-43.59555555,2019-02-10 20:00:00
0.0,639.4,29.8,28.2,98.0,14.4,8.1,marambaia,-23.05027777,-43.59555555,2019-02-10 21:00:00
0.0,40.5,28.2,27.7,81.0,14.4,5.0,marambaia,-23.05027777,-43.59555555,2019-02-10 22:00:00
0.0,-3.5,28.1,27.7,83.0,9.7,4.4,marambaia,-23.05027777,-43.59555555,2019-02-10 23:00:00
0.0,-3.3,28.1,27.6,73.0,8.0,2.2,marambaia,-23.05027777,-43.59555555,2019-02-11 00:00:00
0.0,-3.4,27.7,26.9,46.0,3.9,0.8,marambaia,-23.05027777,-43.59555555,2019-02-11 01:00:00
0.0,-3.5,27.1,26.2,39.0,2.2,1.0,marambaia,-23.05027777,-43.59555555,2019-02-11 02:00:00
0.0,-3.5,26.5,25.8,40.0,2.9,1.8,marambaia,-23.05027777,-43.59555555,2019-02-11 03:00:00
0.0,-3.5,25.9,25.1,27.0,3.1,2.2,marambaia,-23.05027777,-43.59555555,2019-02-11 04:00:00
0.0,-3.5,25.2,25.0,18.0,3.7,2.4,marambaia,-23.05027777,-43.59555555,2019-02-11 05:00:00
0.0,-3.5,25.3,24.8,18.0,3.8,2.7,marambaia,-23.05027777,-43.59555555,2019-02-11 06:00:00
0.0,-3.5,26.0,25.1,28.0,3.6,1.8,marambaia,-23.05027777,-43.59555555,2019-02-11 07:00:00
0.0,-3.4,26.2,25.2,19.0,4.9,2.8,marambaia,-23.05027777,-43.59555555,2019-02-11 08:00:00
0.0,25.3,27.1,26.2,1.0,3.9,1.9,marambaia,-23.05027777,-43.59555555,2019-02-11 09:00:00
0.0,287.6,27.7,26.3,14.0,5.5,3.4,marambaia,-23.05027777,-43.59555555,2019-02-11 10:00:00
0.0,734.8,30.1,27.7,5.0,7.2,4.3,marambaia,-23.05027777,-43.59555555,2019-02-11 11:00:00
0.0,2038.0,33.1,30.1,359.0,11.6,7.5,marambaia,-23.05027777,-43.59555555,2019-02-11 12:00:00
0.0,2976.1,35.0,33.1,355.0,13.8,7.3,marambaia,-23.05027777,-43.59555555,2019-02-11 13:00:00
0.0,3301.8,35.4,34.6,355.0,16.3,8.0,marambaia,-23.05027777,-43.59555555,2019-02-11 14:00:00
0.0,3069.0,36.1,34.3,1.0,14.0,6.2,marambaia,-23.05027777,-43.59555555,2019-02-11 15:00:00
0.0,3187.0,36.5,35.2,357.0,15.5,7.1,marambaia,-23.05027777,-43.59555555,2019-02-11 16:00:00
0.0,3028.0,37.6,35.6,360.0,14.6,5.7,marambaia,-23.05027777,-43.59555555,2019-02-11 17:00:00
0.0,2898.5,38.4,37.2,358.0,11.3,3.7,marambaia,-23.05027777,-43.59555555,2019-02-11 18:00:00
0.0,2251.9,38.2,30.3,104.0,8.4,3.3,marambaia,-23.05027777,-43.59555555,2019-02-11 19:00:00
0.0,1412.8,35.2,33.0,96.0,8.7,4.7,marambaia,-23.05027777,-43.59555555,2019-02-11 20:00:00
0.0,658.5,33.1,31.5,100.0,10.1,6.2,marambaia,-23.05027777,-43.59555555,2019-02-11 21:00:00
0.0,68.2,31.5,30.2,333.0,11.1,5.6,marambaia,-23.05027777,-43.59555555,2019-02-11 22:00:00
0.4,-1.3,30.1,24.3,14.0,15.4,3.9,marambaia,-23.05027777,-43.59555555,2019-02-11 23:00:00
0.0,-1.8,25.2,24.1,1.0,6.1,2.7,marambaia,-23.05027777,-43.59555555,2019-02-12 00:00:00
0.0,-2.4,25.5,24.9,344.0,5.9,2.4,marambaia,-23.05027777,-43.59555555,2019-02-12 01:00:00
0.0,-1.9,25.3,24.6,11.0,4.0,2.4,marambaia,-23.05027777,-43.59555555,2019-02-12 02:00:00
0.0,-2.5,25.9,24.7,27.0,5.4,4.1,marambaia,-23.05027777,-43.59555555,2019-02-12 03:00:00
0.0,-2.4,26.0,25.6,27.0,5.4,2.8,marambaia,-23.05027777,-43.59555555,2019-02-12 04:00:00
0.0,-2.7,26.0,25.5,30.0,5.4,3.5,marambaia,-23.05027777,-43.59555555,2019-02-12 05:00:00
0.0,-2.5,26.7,26.0,4.0,5.9,4.1,marambaia,-23.05027777,-43.59555555,2019-02-12 06:00:00
0.0,-3.2,26.7,25.9,18.0,5.9,3.4,marambaia,-23.05027777,-43.59555555,2019-02-12 07:00:00
0.0,-3.5,26.6,25.9,10.0,6.5,3.2,marambaia,-23.05027777,-43.59555555,2019-02-12 08:00:00
0.0,10.6,26.3,25.8,30.0,6.2,4.1,marambaia,-23.05027777,-43.59555555,2019-02-12 09:00:00
0.0,244.3,27.6,26.1,332.0,6.2,3.6,marambaia,-23.05027777,-43.59555555,2019-02-12 10:00:00
0.0,465.6,28.1,26.8,249.0,12.6,7.3,marambaia,-23.05027777,-43.59555555,2019-02-12 11:00:00
0.0,1654.2,27.7,27.0,245.0,9.3,7.0,marambaia,-23.05027777,-43.59555555,2019-02-12 12:00:00
0.0,2294.2,28.4,27.4,224.0,9.1,1.8,marambaia,-23.05027777,-43.59555555,2019-02-12 13:00:00
0.0,2380.7,28.9,27.7,216.0,3.3,2.2,marambaia,-23.05027777,-43.59555555,2019-02-12 14:00:00
0.0,2791.8,29.5,27.8,169.0,3.1,2.4,marambaia,-23.05027777,-43.59555555,2019-02-12 15:00:00
0.0,3478.1,29.6,28.6,176.0,3.8,3.0,marambaia,-23.05027777,-43.59555555,2019-02-12 16:00:00
0.0,3324.2,30.0,28.9,157.0,5.6,4.9,marambaia,-23.05027777,-43.59555555,2019-02-12 17:00:00
0.0,2820.8,29.6,28.5,150.0,7.4,6.0,marambaia,-23.05027777,-43.59555555,2019-02-12 18:00:00
0.0,2181.2,29.3,28.4,166.0,7.9,3.7,marambaia,-23.05027777,-43.59555555,2019-02-12 19:00:00
0.0,1250.4,28.7,27.7,195.0,4.8,2.6,marambaia,-23.05027777,-43.59555555,2019-02-12 20:00:00
0.0,491.7,28.6,27.6,235.0,6.8,5.3,marambaia,-23.05027777,-43.59555555,2019-02-12 21:00:00
